k,inertia,silhouette
2,123.25056695187669,0.48792395684121204
3,113.70970577803925,0.42617691208845015
4,68.0193773057537,0.42750464232170815
5,40.00723159947482,0.4976242345552502
6,25.001179136225733,0.5255621492064263
7,18.693122820833988,0.5447511760868218
8,12.131871883464866,0.5983109001556982
9,9.14747206043213,0.5785921320683305
10,7.292552319346745,0.5618944643178175
